oneday,dow,hour,steps,week_weekend
2016-09-12,Mon,16,14410,Weekday
2016-09-12,Mon,17,15164,Weekday
2016-09-12,Mon,18,19522,Weekday
2016-09-12,Mon,19,20811,Weekday
2016-09-12,Mon,20,22446,Weekday
2016-09-12,Mon,21,23047,Weekday
2016-09-12,Mon,22,23507,Weekday
2016-09-12,Mon,23,23971,Weekday
2016-09-13,Tues,7,17,Weekday
2016-09-13,Tues,8,426,Weekday
2016-09-13,Tues,9,1239,Weekday
2016-09-13,Tues,10,5402,Weekday
2016-09-13,Tues,11,7429,Weekday
2016-09-13,Tues,12,9878,Weekday
2016-09-13,Tues,13,13660,Weekday
2016-09-13,Tues,14,17455,Weekday
2016-09-13,Tues,15,17469,Weekday
2016-09-13,Tues,16,17469,Weekday
2016-09-13,Tues,17,18584,Weekday
2016-09-13,Tues,18,20673,Weekday
2016-09-13,Tues,19,21249,Weekday
2016-09-13,Tues,20,25085,Weekday
2016-09-13,Tues,21,26037,Weekday
2016-09-13,Tues,22,26715,Weekday
2016-09-13,Tues,23,26937,Weekday
2016-09-14,Wed,7,629,Weekday
2016-09-14,Wed,8,5845,Weekday
2016-09-14,Wed,9,6820,Weekday
2016-09-14,Wed,10,7009,Weekday
2016-09-14,Wed,11,8531,Weekday
2016-09-14,Wed,12,10254,Weekday
2016-09-14,Wed,13,12140,Weekday
2016-09-14,Wed,14,12972,Weekday
2016-09-14,Wed,15,13240,Weekday
2016-09-14,Wed,16,13240,Weekday
2016-09-14,Wed,17,16087,Weekday
2016-09-14,Wed,18,20154,Weekday
2016-09-14,Wed,19,21403,Weekday
2016-09-14,Wed,20,21855,Weekday
2016-09-14,Wed,21,22600,Weekday
2016-09-14,Wed,22,23247,Weekday
2016-09-14,Wed,23,23753,Weekday
2016-09-15,Thurs,7,457,Weekday
2016-09-15,Thurs,8,3264,Weekday
2016-09-15,Thurs,9,5902,Weekday
2016-09-15,Thurs,10,7885,Weekday
2016-09-15,Thurs,11,8293,Weekday
2016-09-15,Thurs,12,8576,Weekday
2016-09-15,Thurs,13,12175,Weekday
2016-09-15,Thurs,14,12270,Weekday
2016-09-15,Thurs,15,14092,Weekday
2016-09-15,Thurs,16,14338,Weekday
2016-09-15,Thurs,17,17010,Weekday
2016-09-15,Thurs,18,21119,Weekday
2016-09-15,Thurs,19,22145,Weekday
2016-09-15,Thurs,20,22460,Weekday
2016-09-15,Thurs,21,23272,Weekday
2016-09-15,Thurs,22,23398,Weekday
2016-09-15,Thurs,23,23398,Weekday
2016-09-16,Fri,7,418,Weekday
2016-09-16,Fri,8,4886,Weekday
2016-09-16,Fri,9,6010,Weekday
2016-09-16,Fri,10,7146,Weekday
2016-09-16,Fri,11,7250,Weekday
2016-09-16,Fri,12,8329,Weekday
2016-09-16,Fri,13,9857,Weekday
2016-09-16,Fri,14,11261,Weekday
2016-09-16,Fri,15,11261,Weekday
2016-09-16,Fri,16,12080,Weekday
2016-09-16,Fri,17,15001,Weekday
2016-09-16,Fri,18,18360,Weekday
2016-09-16,Fri,19,19514,Weekday
2016-09-16,Fri,20,20370,Weekday
2016-09-16,Fri,21,20430,Weekday
2016-09-16,Fri,22,20486,Weekday
2016-09-16,Fri,23,20886,Weekday
2016-09-17,Sat,7,441,Weekend
2016-09-17,Sat,8,915,Weekend
2016-09-17,Sat,9,2235,Weekend
2016-09-17,Sat,10,3231,Weekend
2016-09-17,Sat,11,4515,Weekend
2016-09-17,Sat,12,4909,Weekend
2016-09-17,Sat,13,5528,Weekend
2016-09-17,Sat,14,6410,Weekend
2016-09-17,Sat,15,7395,Weekend
2016-09-17,Sat,16,7793,Weekend
2016-09-17,Sat,17,7793,Weekend
2016-09-17,Sat,18,8055,Weekend
2016-09-17,Sat,19,13902,Weekend
2016-09-17,Sat,20,14830,Weekend
2016-09-17,Sat,21,15371,Weekend
2016-09-17,Sat,22,15584,Weekend
2016-09-17,Sat,23,16300,Weekend
2016-09-18,Sun,7,94,Weekend
2016-09-18,Sun,8,4221,Weekend
2016-09-18,Sun,9,4905,Weekend
2016-09-18,Sun,10,5297,Weekend
2016-09-18,Sun,11,5618,Weekend
2016-09-18,Sun,12,7065,Weekend
2016-09-18,Sun,13,7722,Weekend
2016-09-18,Sun,14,8353,Weekend
2016-09-18,Sun,15,8825,Weekend
2016-09-18,Sun,16,9049,Weekend
2016-09-18,Sun,17,9049,Weekend
2016-09-18,Sun,18,12767,Weekend
2016-09-18,Sun,19,17684,Weekend
2016-09-18,Sun,20,18140,Weekend
2016-09-18,Sun,21,18248,Weekend
2016-09-18,Sun,22,18472,Weekend
2016-09-18,Sun,23,18797,Weekend
2016-09-19,Mon,7,101,Weekday
2016-09-19,Mon,8,3345,Weekday
2016-09-19,Mon,9,5699,Weekday
2016-09-19,Mon,10,6137,Weekday
2016-09-19,Mon,11,6579,Weekday
2016-09-19,Mon,12,7756,Weekday
2016-09-19,Mon,13,8717,Weekday
2016-09-19,Mon,14,10277,Weekday
2016-09-19,Mon,15,10425,Weekday
2016-09-19,Mon,16,11688,Weekday
2016-09-19,Mon,17,15174,Weekday
2016-09-19,Mon,18,17316,Weekday
2016-09-19,Mon,19,18977,Weekday
2016-09-19,Mon,20,19798,Weekday
2016-09-19,Mon,21,20021,Weekday
2016-09-19,Mon,22,20436,Weekday
2016-09-19,Mon,23,20897,Weekday
2016-09-20,Tues,7,173,Weekday
2016-09-20,Tues,8,3653,Weekday
2016-09-20,Tues,9,5212,Weekday
2016-09-20,Tues,10,5986,Weekday
2016-09-20,Tues,11,6189,Weekday
2016-09-20,Tues,12,6858,Weekday
2016-09-20,Tues,13,8793,Weekday
2016-09-20,Tues,14,10006,Weekday
2016-09-20,Tues,15,10350,Weekday
2016-09-20,Tues,16,11799,Weekday
2016-09-20,Tues,17,14309,Weekday
2016-09-20,Tues,18,18047,Weekday
2016-09-20,Tues,19,18690,Weekday
2016-09-20,Tues,20,20136,Weekday
2016-09-20,Tues,21,20257,Weekday
2016-09-20,Tues,22,21767,Weekday
2016-09-20,Tues,23,22240,Weekday
2016-09-21,Wed,7,322,Weekday
2016-09-21,Wed,8,4256,Weekday
2016-09-21,Wed,9,5627,Weekday
2016-09-21,Wed,10,5796,Weekday
2016-09-21,Wed,11,6749,Weekday
2016-09-21,Wed,12,7977,Weekday
2016-09-21,Wed,13,8980,Weekday
2016-09-21,Wed,14,9249,Weekday
2016-09-21,Wed,15,9765,Weekday
2016-09-21,Wed,16,10617,Weekday
2016-09-21,Wed,17,12713,Weekday
2016-09-21,Wed,18,16990,Weekday
2016-09-21,Wed,19,17825,Weekday
2016-09-21,Wed,20,18088,Weekday
2016-09-21,Wed,21,18664,Weekday
2016-09-21,Wed,22,19059,Weekday
2016-09-21,Wed,23,19106,Weekday
2016-09-22,Thurs,7,77,Weekday
2016-09-22,Thurs,8,3130,Weekday
2016-09-22,Thurs,9,5734,Weekday
2016-09-22,Thurs,10,6483,Weekday
2016-09-22,Thurs,11,6741,Weekday
2016-09-22,Thurs,12,9050,Weekday
2016-09-22,Thurs,13,9194,Weekday
2016-09-22,Thurs,14,9759,Weekday
2016-09-22,Thurs,15,11641,Weekday
2016-09-22,Thurs,16,11889,Weekday
2016-09-22,Thurs,17,14415,Weekday
2016-09-22,Thurs,18,18570,Weekday
2016-09-22,Thurs,19,22010,Weekday
2016-09-22,Thurs,20,22354,Weekday
2016-09-22,Thurs,21,22354,Weekday
2016-09-22,Thurs,22,22423,Weekday
2016-09-22,Thurs,23,22423,Weekday
2016-09-23,Fri,7,219,Weekday
2016-09-23,Fri,8,4020,Weekday
2016-09-23,Fri,9,4781,Weekday
2016-09-23,Fri,10,5797,Weekday
2016-09-23,Fri,11,6011,Weekday
2016-09-23,Fri,12,6395,Weekday
2016-09-23,Fri,13,8370,Weekday
2016-09-23,Fri,14,8404,Weekday
2016-09-23,Fri,15,10226,Weekday
2016-09-23,Fri,16,10712,Weekday
2016-09-23,Fri,17,13298,Weekday
2016-09-23,Fri,18,16596,Weekday
2016-09-23,Fri,19,17079,Weekday
2016-09-23,Fri,20,18039,Weekday
2016-09-23,Fri,21,18590,Weekday
2016-09-23,Fri,22,18963,Weekday
2016-09-23,Fri,23,19938,Weekday
2016-09-24,Sat,7,353,Weekend
2016-09-24,Sat,8,1341,Weekend
2016-09-24,Sat,9,1665,Weekend
2016-09-24,Sat,10,2226,Weekend
2016-09-24,Sat,11,2298,Weekend
2016-09-24,Sat,12,3202,Weekend
2016-09-24,Sat,13,4635,Weekend
2016-09-24,Sat,14,8832,Weekend
2016-09-24,Sat,15,10327,Weekend
2016-09-24,Sat,16,10552,Weekend
2016-09-24,Sat,17,13255,Weekend
2016-09-24,Sat,18,17234,Weekend
2016-09-24,Sat,19,17759,Weekend
2016-09-24,Sat,20,17843,Weekend
2016-09-24,Sat,21,18495,Weekend
2016-09-24,Sat,22,18567,Weekend
2016-09-24,Sat,23,19148,Weekend
2016-09-25,Sun,7,30,Weekend
2016-09-25,Sun,8,36,Weekend
2016-09-25,Sun,9,574,Weekend
2016-09-25,Sun,10,926,Weekend
2016-09-25,Sun,11,1765,Weekend
2016-09-25,Sun,12,2600,Weekend
2016-09-25,Sun,13,2838,Weekend
2016-09-25,Sun,14,4270,Weekend
2016-09-25,Sun,15,5517,Weekend
2016-09-25,Sun,16,5808,Weekend
2016-09-25,Sun,17,5808,Weekend
2016-09-25,Sun,18,6373,Weekend
2016-09-25,Sun,19,12705,Weekend
2016-09-25,Sun,20,13365,Weekend
2016-09-25,Sun,21,13889,Weekend
2016-09-25,Sun,22,14258,Weekend
2016-09-25,Sun,23,14558,Weekend
2016-09-26,Mon,7,46,Weekday
2016-09-26,Mon,8,4667,Weekday
2016-09-26,Mon,9,4948,Weekday
2016-09-26,Mon,10,5688,Weekday
2016-09-26,Mon,11,6079,Weekday
2016-09-26,Mon,12,7406,Weekday
2016-09-26,Mon,13,8230,Weekday
2016-09-26,Mon,14,9105,Weekday
2016-09-26,Mon,15,9776,Weekday
2016-09-26,Mon,16,10737,Weekday
2016-09-26,Mon,17,13019,Weekday
2016-09-26,Mon,18,16818,Weekday
2016-09-26,Mon,19,17304,Weekday
2016-09-26,Mon,20,17699,Weekday
2016-09-26,Mon,21,17799,Weekday
2016-09-26,Mon,22,18769,Weekday
2016-09-26,Mon,23,18769,Weekday
2016-09-27,Tues,7,396,Weekday
2016-09-27,Tues,8,3934,Weekday
2016-09-27,Tues,9,5944,Weekday
2016-09-27,Tues,10,7105,Weekday
2016-09-27,Tues,11,7147,Weekday
2016-09-27,Tues,12,7778,Weekday
2016-09-27,Tues,13,7821,Weekday
2016-09-27,Tues,14,8443,Weekday
2016-09-27,Tues,15,9691,Weekday
2016-09-27,Tues,16,9867,Weekday
2016-09-27,Tues,17,12843,Weekday
2016-09-27,Tues,18,15937,Weekday
2016-09-27,Tues,19,16310,Weekday
2016-09-27,Tues,20,18825,Weekday
2016-09-27,Tues,21,19705,Weekday
2016-09-27,Tues,22,19917,Weekday
2016-09-27,Tues,23,20531,Weekday
2016-09-28,Wed,7,0,Weekday
2016-09-28,Wed,8,2988,Weekday
2016-09-28,Wed,9,5251,Weekday
2016-09-28,Wed,10,5936,Weekday
2016-09-28,Wed,11,6102,Weekday
2016-09-28,Wed,12,7294,Weekday
2016-09-28,Wed,13,8641,Weekday
2016-09-28,Wed,14,8641,Weekday
2016-09-28,Wed,15,10115,Weekday
2016-09-28,Wed,16,10350,Weekday
2016-09-28,Wed,17,12586,Weekday
2016-09-28,Wed,18,17230,Weekday
2016-09-28,Wed,19,17791,Weekday
2016-09-28,Wed,20,18513,Weekday
2016-09-28,Wed,21,19206,Weekday
2016-09-28,Wed,22,20011,Weekday
2016-09-28,Wed,23,20205,Weekday
2016-09-29,Thurs,7,486,Weekday
2016-09-29,Thurs,8,3657,Weekday
2016-09-29,Thurs,9,6160,Weekday
2016-09-29,Thurs,10,6664,Weekday
2016-09-29,Thurs,11,6800,Weekday
2016-09-29,Thurs,12,7949,Weekday
2016-09-29,Thurs,13,10010,Weekday
2016-09-29,Thurs,14,11533,Weekday
2016-09-29,Thurs,15,11548,Weekday
2016-09-29,Thurs,16,12176,Weekday
2016-09-29,Thurs,17,14318,Weekday
2016-09-29,Thurs,18,17196,Weekday
2016-09-29,Thurs,19,18822,Weekday
2016-09-29,Thurs,20,19116,Weekday
2016-09-29,Thurs,21,19908,Weekday
2016-09-29,Thurs,22,20540,Weekday
2016-09-29,Thurs,23,20540,Weekday
2016-09-30,Fri,7,140,Weekday
2016-09-30,Fri,8,2536,Weekday
2016-09-30,Fri,9,5864,Weekday
2016-09-30,Fri,10,6471,Weekday
2016-09-30,Fri,11,7424,Weekday
2016-09-30,Fri,12,7518,Weekday
2016-09-30,Fri,13,9476,Weekday
2016-09-30,Fri,14,11208,Weekday
2016-09-30,Fri,15,11574,Weekday
2016-09-30,Fri,16,11811,Weekday
2016-09-30,Fri,17,14487,Weekday
2016-09-30,Fri,18,18349,Weekday
2016-09-30,Fri,19,18894,Weekday
2016-09-30,Fri,20,19844,Weekday
2016-09-30,Fri,21,19907,Weekday
2016-09-30,Fri,22,19977,Weekday
2016-09-30,Fri,23,21408,Weekday
2016-10-01,Sat,7,140,Weekend
2016-10-01,Sat,8,2097,Weekend
2016-10-01,Sat,9,2627,Weekend
2016-10-01,Sat,10,3189,Weekend
2016-10-01,Sat,11,4190,Weekend
2016-10-01,Sat,12,4514,Weekend
2016-10-01,Sat,13,4660,Weekend
2016-10-01,Sat,14,6093,Weekend
2016-10-01,Sat,15,9768,Weekend
2016-10-01,Sat,16,13258,Weekend
2016-10-01,Sat,17,17933,Weekend
2016-10-01,Sat,18,19234,Weekend
2016-10-01,Sat,19,19651,Weekend
2016-10-01,Sat,20,20996,Weekend
2016-10-01,Sat,21,21456,Weekend
2016-10-01,Sat,22,22026,Weekend
2016-10-01,Sat,23,22260,Weekend
2016-10-02,Sun,7,553,Weekend
2016-10-02,Sun,8,1582,Weekend
2016-10-02,Sun,9,2023,Weekend
2016-10-02,Sun,10,3043,Weekend
2016-10-02,Sun,11,3948,Weekend
2016-10-02,Sun,12,4662,Weekend
2016-10-02,Sun,13,5204,Weekend
2016-10-02,Sun,14,5364,Weekend
2016-10-02,Sun,15,5895,Weekend
2016-10-02,Sun,16,6699,Weekend
2016-10-02,Sun,17,7195,Weekend
2016-10-02,Sun,18,7514,Weekend
2016-10-02,Sun,19,12787,Weekend
2016-10-02,Sun,20,13748,Weekend
2016-10-02,Sun,21,13852,Weekend
2016-10-02,Sun,22,14466,Weekend
2016-10-02,Sun,23,14466,Weekend
2016-10-03,Mon,7,58,Weekday
2016-10-03,Mon,8,2109,Weekday
2016-10-03,Mon,9,5529,Weekday
2016-10-03,Mon,10,5937,Weekday
2016-10-03,Mon,11,6246,Weekday
2016-10-03,Mon,12,6507,Weekday
2016-10-03,Mon,13,6779,Weekday
2016-10-03,Mon,14,8092,Weekday
2016-10-03,Mon,15,8092,Weekday
2016-10-03,Mon,16,9474,Weekday
2016-10-03,Mon,17,11531,Weekday
2016-10-03,Mon,18,15242,Weekday
2016-10-03,Mon,19,16075,Weekday
2016-10-03,Mon,20,16445,Weekday
2016-10-03,Mon,21,20256,Weekday
2016-10-03,Mon,22,20710,Weekday
2016-10-03,Mon,23,21043,Weekday
2016-10-04,Tues,7,80,Weekday
2016-10-04,Tues,8,3122,Weekday
2016-10-04,Tues,9,6663,Weekday
2016-10-04,Tues,10,7437,Weekday
2016-10-04,Tues,11,8521,Weekday
2016-10-04,Tues,12,9561,Weekday
2016-10-04,Tues,13,11274,Weekday
2016-10-04,Tues,14,12216,Weekday
2016-10-04,Tues,15,13030,Weekday
2016-10-04,Tues,16,13460,Weekday
2016-10-04,Tues,17,15131,Weekday
2016-10-04,Tues,18,19737,Weekday
2016-10-04,Tues,19,21381,Weekday
2016-10-04,Tues,20,21929,Weekday
2016-10-04,Tues,21,22104,Weekday
2016-10-04,Tues,22,22645,Weekday
2016-10-04,Tues,23,22869,Weekday
2016-10-05,Wed,7,108,Weekday
2016-10-05,Wed,8,5071,Weekday
2016-10-05,Wed,9,5376,Weekday
2016-10-05,Wed,10,6288,Weekday
2016-10-05,Wed,11,7114,Weekday
2016-10-05,Wed,12,8022,Weekday
2016-10-05,Wed,13,10810,Weekday
2016-10-05,Wed,14,11333,Weekday
2016-10-05,Wed,15,11877,Weekday
2016-10-05,Wed,16,11920,Weekday
2016-10-05,Wed,17,11998,Weekday
2016-10-05,Wed,18,12512,Weekday
2016-10-05,Wed,19,13048,Weekday
2016-10-05,Wed,20,13267,Weekday
2016-10-05,Wed,21,13889,Weekday
2016-10-05,Wed,22,14129,Weekday
2016-10-05,Wed,23,14136,Weekday
2016-10-06,Thurs,7,43,Weekday
2016-10-06,Thurs,8,43,Weekday
2016-10-06,Thurs,9,822,Weekday
2016-10-06,Thurs,10,3139,Weekday
2016-10-06,Thurs,11,5241,Weekday
2016-10-06,Thurs,12,6557,Weekday
2016-10-06,Thurs,13,7097,Weekday
2016-10-06,Thurs,14,7542,Weekday
2016-10-06,Thurs,15,9746,Weekday
2016-10-06,Thurs,16,11983,Weekday
2016-10-06,Thurs,17,12335,Weekday
2016-10-06,Thurs,18,12793,Weekday
2016-10-06,Thurs,19,14886,Weekday
2016-10-06,Thurs,20,16467,Weekday
2016-10-06,Thurs,21,17031,Weekday
2016-10-06,Thurs,22,17524,Weekday
2016-10-06,Thurs,23,17819,Weekday
2016-10-07,Fri,7,0,Weekday
2016-10-07,Fri,8,156,Weekday
2016-10-07,Fri,9,774,Weekday
2016-10-07,Fri,10,803,Weekday
2016-10-07,Fri,11,1189,Weekday
2016-10-07,Fri,12,1189,Weekday
2016-10-07,Fri,13,4756,Weekday
2016-10-07,Fri,14,5565,Weekday
2016-10-07,Fri,15,8329,Weekday
2016-10-07,Fri,16,10464,Weekday
2016-10-07,Fri,17,14927,Weekday
2016-10-07,Fri,18,16040,Weekday
2016-10-07,Fri,19,16523,Weekday
2016-10-07,Fri,20,16706,Weekday
2016-10-07,Fri,21,16959,Weekday
2016-10-07,Fri,22,17360,Weekday
2016-10-07,Fri,23,17530,Weekday
2016-10-08,Sat,7,86,Weekend
2016-10-08,Sat,8,86,Weekend
2016-10-08,Sat,9,928,Weekend
2016-10-08,Sat,10,1137,Weekend
2016-10-08,Sat,11,1517,Weekend
2016-10-08,Sat,12,2773,Weekend
2016-10-08,Sat,13,6416,Weekend
2016-10-08,Sat,14,7965,Weekend
2016-10-08,Sat,15,11162,Weekend
2016-10-08,Sat,16,12170,Weekend
2016-10-08,Sat,17,12253,Weekend
2016-10-08,Sat,18,12886,Weekend
2016-10-08,Sat,19,13503,Weekend
2016-10-08,Sat,20,13876,Weekend
2016-10-08,Sat,21,14166,Weekend
2016-10-08,Sat,22,14351,Weekend
2016-10-08,Sat,23,14674,Weekend
2016-10-09,Sun,7,75,Weekend
2016-10-09,Sun,8,686,Weekend
2016-10-09,Sun,9,1289,Weekend
2016-10-09,Sun,10,2255,Weekend
2016-10-09,Sun,11,2578,Weekend
2016-10-09,Sun,12,3319,Weekend
2016-10-09,Sun,13,3735,Weekend
2016-10-09,Sun,14,3747,Weekend
2016-10-09,Sun,15,3747,Weekend
2016-10-09,Sun,16,3982,Weekend
2016-10-09,Sun,17,4187,Weekend
2016-10-09,Sun,18,4187,Weekend
2016-10-09,Sun,19,4187,Weekend
2016-10-09,Sun,20,4600,Weekend
2016-10-09,Sun,21,4907,Weekend
2016-10-09,Sun,22,4930,Weekend
2016-10-09,Sun,23,4930,Weekend
2016-10-10,Mon,7,182,Weekday
2016-10-10,Mon,8,487,Weekday
2016-10-10,Mon,9,552,Weekday
2016-10-10,Mon,10,552,Weekday
2016-10-10,Mon,11,966,Weekday
2016-10-10,Mon,12,966,Weekday
2016-10-10,Mon,13,966,Weekday
2016-10-10,Mon,14,974,Weekday
2016-10-10,Mon,15,1055,Weekday
2016-10-10,Mon,16,1550,Weekday
2016-10-10,Mon,17,2145,Weekday
2016-10-10,Mon,18,2145,Weekday
2016-10-10,Mon,19,2145,Weekday
2016-10-10,Mon,20,2605,Weekday
2016-10-10,Mon,21,3186,Weekday
2016-10-10,Mon,22,3192,Weekday
2016-10-10,Mon,23,3192,Weekday
2016-10-11,Tues,7,205,Weekday
2016-10-11,Tues,8,929,Weekday
2016-10-11,Tues,9,2156,Weekday
2016-10-11,Tues,10,3083,Weekday
2016-10-11,Tues,11,3315,Weekday
2016-10-11,Tues,12,5567,Weekday
2016-10-11,Tues,13,5660,Weekday
2016-10-11,Tues,14,6461,Weekday
2016-10-11,Tues,15,6707,Weekday
2016-10-11,Tues,16,6763,Weekday
2016-10-11,Tues,17,8551,Weekday
2016-10-11,Tues,18,10025,Weekday
2016-10-11,Tues,19,10075,Weekday
2016-10-11,Tues,20,11123,Weekday
2016-10-11,Tues,21,11400,Weekday
2016-10-11,Tues,22,11870,Weekday
2016-10-11,Tues,23,11870,Weekday
2016-10-12,Wed,7,901,Weekday
2016-10-12,Wed,8,2645,Weekday
2016-10-12,Wed,9,3376,Weekday
2016-10-12,Wed,10,4718,Weekday
2016-10-12,Wed,11,5109,Weekday
2016-10-12,Wed,12,7224,Weekday
2016-10-12,Wed,13,7709,Weekday
2016-10-12,Wed,14,8682,Weekday
2016-10-12,Wed,15,8699,Weekday
2016-10-12,Wed,16,9549,Weekday
2016-10-12,Wed,17,11226,Weekday
2016-10-12,Wed,18,11780,Weekday
2016-10-12,Wed,19,12415,Weekday
2016-10-12,Wed,20,12726,Weekday
2016-10-12,Wed,21,13215,Weekday
2016-10-12,Wed,22,13462,Weekday
2016-10-12,Wed,23,13462,Weekday
2016-10-13,Thurs,7,575,Weekday
2016-10-13,Thurs,8,2029,Weekday
2016-10-13,Thurs,9,2418,Weekday
2016-10-13,Thurs,10,2726,Weekday
2016-10-13,Thurs,11,3101,Weekday
2016-10-13,Thurs,12,6355,Weekday
2016-10-13,Thurs,13,6778,Weekday
2016-10-13,Thurs,14,6791,Weekday
2016-10-13,Thurs,15,6847,Weekday
2016-10-13,Thurs,16,6965,Weekday
2016-10-13,Thurs,17,7151,Weekday
2016-10-13,Thurs,18,7164,Weekday
2016-10-13,Thurs,19,7657,Weekday
2016-10-13,Thurs,20,7878,Weekday
2016-10-13,Thurs,21,7878,Weekday
2016-10-13,Thurs,22,7878,Weekday
2016-10-13,Thurs,23,7962,Weekday
2016-10-14,Fri,7,470,Weekday
2016-10-14,Fri,8,1131,Weekday
2016-10-14,Fri,9,1836,Weekday
2016-10-14,Fri,10,2184,Weekday
2016-10-14,Fri,11,2184,Weekday
2016-10-14,Fri,12,2443,Weekday
2016-10-14,Fri,13,3128,Weekday
2016-10-14,Fri,14,4184,Weekday
2016-10-14,Fri,15,4344,Weekday
2016-10-14,Fri,16,4350,Weekday
2016-10-14,Fri,17,7851,Weekday
2016-10-14,Fri,18,11133,Weekday
2016-10-14,Fri,19,11948,Weekday
2016-10-14,Fri,20,12557,Weekday
2016-10-14,Fri,21,12812,Weekday
2016-10-14,Fri,22,12832,Weekday
2016-10-14,Fri,23,12832,Weekday
2016-10-15,Sat,7,464,Weekend
2016-10-15,Sat,8,1465,Weekend
2016-10-15,Sat,9,1943,Weekend
2016-10-15,Sat,10,2191,Weekend
2016-10-15,Sat,11,2198,Weekend
2016-10-15,Sat,12,2591,Weekend
2016-10-15,Sat,13,2812,Weekend
2016-10-15,Sat,14,2827,Weekend
2016-10-15,Sat,15,3149,Weekend
2016-10-15,Sat,16,3360,Weekend
2016-10-15,Sat,17,3980,Weekend
2016-10-15,Sat,18,7235,Weekend
2016-10-15,Sat,19,7377,Weekend
2016-10-15,Sat,20,10895,Weekend
2016-10-15,Sat,21,11072,Weekend
2016-10-15,Sat,22,11156,Weekend
2016-10-15,Sat,23,11346,Weekend
2016-10-16,Sun,7,174,Weekend
2016-10-16,Sun,8,1206,Weekend
2016-10-16,Sun,9,1711,Weekend
2016-10-16,Sun,10,2155,Weekend
2016-10-16,Sun,11,2272,Weekend
2016-10-16,Sun,12,2706,Weekend
2016-10-16,Sun,13,3339,Weekend
2016-10-16,Sun,14,3408,Weekend
2016-10-16,Sun,15,3414,Weekend
2016-10-16,Sun,16,3622,Weekend
2016-10-16,Sun,17,4105,Weekend
2016-10-16,Sun,18,4210,Weekend
2016-10-16,Sun,19,4352,Weekend
2016-10-16,Sun,20,5209,Weekend
2016-10-16,Sun,21,5392,Weekend
2016-10-16,Sun,22,5684,Weekend
2016-10-16,Sun,23,5684,Weekend
2016-10-17,Mon,7,635,Weekday
2016-10-17,Mon,8,1157,Weekday
2016-10-17,Mon,9,1337,Weekday
2016-10-17,Mon,10,1349,Weekday
2016-10-17,Mon,11,2352,Weekday
2016-10-17,Mon,12,2845,Weekday
2016-10-17,Mon,13,2869,Weekday
2016-10-17,Mon,14,5541,Weekday
2016-10-17,Mon,15,8436,Weekday
2016-10-17,Mon,16,8998,Weekday
2016-10-17,Mon,17,12303,Weekday
2016-10-17,Mon,18,16328,Weekday
2016-10-17,Mon,19,16985,Weekday
2016-10-17,Mon,20,17758,Weekday
2016-10-17,Mon,21,17981,Weekday
2016-10-17,Mon,22,18191,Weekday
2016-10-17,Mon,23,18191,Weekday
2016-10-18,Tues,7,300,Weekday
2016-10-18,Tues,8,895,Weekday
2016-10-18,Tues,9,4719,Weekday
2016-10-18,Tues,10,7013,Weekday
2016-10-18,Tues,11,7118,Weekday
2016-10-18,Tues,12,9709,Weekday
2016-10-18,Tues,13,11386,Weekday
2016-10-18,Tues,14,11710,Weekday
2016-10-18,Tues,15,14596,Weekday
2016-10-18,Tues,16,14669,Weekday
2016-10-18,Tues,17,14695,Weekday
2016-10-18,Tues,18,17589,Weekday
2016-10-18,Tues,19,22538,Weekday
2016-10-18,Tues,20,23766,Weekday
2016-10-18,Tues,21,24364,Weekday
2016-10-18,Tues,22,24543,Weekday
2016-10-18,Tues,23,24596,Weekday
2016-10-19,Wed,7,948,Weekday
2016-10-19,Wed,8,2256,Weekday
2016-10-19,Wed,9,3127,Weekday
2016-10-19,Wed,10,3385,Weekday
2016-10-19,Wed,11,4452,Weekday
2016-10-19,Wed,12,5574,Weekday
2016-10-19,Wed,13,5957,Weekday
2016-10-19,Wed,14,6848,Weekday
2016-10-19,Wed,15,7916,Weekday
2016-10-19,Wed,16,8581,Weekday
2016-10-19,Wed,17,8977,Weekday
2016-10-19,Wed,18,9292,Weekday
2016-10-19,Wed,19,10012,Weekday
2016-10-19,Wed,20,10510,Weekday
2016-10-19,Wed,21,10873,Weekday
2016-10-19,Wed,22,11319,Weekday
2016-10-19,Wed,23,11488,Weekday
2016-10-20,Thurs,7,349,Weekday
2016-10-20,Thurs,8,1684,Weekday
2016-10-20,Thurs,9,2088,Weekday
2016-10-20,Thurs,10,3398,Weekday
2016-10-20,Thurs,11,4470,Weekday
2016-10-20,Thurs,12,4660,Weekday
2016-10-20,Thurs,13,5824,Weekday
2016-10-20,Thurs,14,7038,Weekday
2016-10-20,Thurs,15,7843,Weekday
2016-10-20,Thurs,16,9124,Weekday
2016-10-20,Thurs,17,10376,Weekday
2016-10-20,Thurs,18,13804,Weekday
2016-10-20,Thurs,19,14463,Weekday
2016-10-20,Thurs,20,14691,Weekday
2016-10-20,Thurs,21,14783,Weekday
2016-10-20,Thurs,22,14801,Weekday
2016-10-20,Thurs,23,14920,Weekday
2016-10-21,Fri,7,466,Weekday
2016-10-21,Fri,8,884,Weekday
2016-10-21,Fri,9,1383,Weekday
2016-10-21,Fri,10,2039,Weekday
2016-10-21,Fri,11,2852,Weekday
2016-10-21,Fri,12,4526,Weekday
2016-10-21,Fri,13,5362,Weekday
2016-10-21,Fri,14,6521,Weekday
2016-10-21,Fri,15,7204,Weekday
