oneday,dow,hour,steps,week_weekend
2016-02-01,Mon,14,13842,Weekday
2016-02-01,Mon,15,14159,Weekday
2016-02-01,Mon,16,15685,Weekday
2016-02-01,Mon,17,19828,Weekday
2016-02-01,Mon,18,20332,Weekday
2016-02-01,Mon,19,21319,Weekday
2016-02-01,Mon,20,21716,Weekday
2016-02-01,Mon,21,21716,Weekday
2016-02-01,Mon,22,21880,Weekday
2016-02-02,Tues,7,38,Weekday
2016-02-02,Tues,8,4073,Weekday
2016-02-02,Tues,9,4264,Weekday
2016-02-02,Tues,10,5246,Weekday
2016-02-02,Tues,11,5269,Weekday
2016-02-02,Tues,12,6974,Weekday
2016-02-02,Tues,13,8723,Weekday
2016-02-02,Tues,14,10549,Weekday
2016-02-02,Tues,15,11935,Weekday
2016-02-02,Tues,16,12095,Weekday
2016-02-02,Tues,17,19303,Weekday
2016-02-02,Tues,18,20019,Weekday
2016-02-02,Tues,19,21157,Weekday
2016-02-02,Tues,20,23203,Weekday
2016-02-02,Tues,21,24056,Weekday
2016-02-02,Tues,22,24849,Weekday
2016-02-03,Wed,7,0,Weekday
2016-02-03,Wed,8,3964,Weekday
2016-02-03,Wed,9,7869,Weekday
2016-02-03,Wed,10,8785,Weekday
2016-02-03,Wed,11,9135,Weekday
2016-02-03,Wed,12,9785,Weekday
2016-02-03,Wed,13,10514,Weekday
2016-02-03,Wed,14,11964,Weekday
2016-02-03,Wed,15,13237,Weekday
2016-02-03,Wed,16,13359,Weekday
2016-02-03,Wed,17,15720,Weekday
2016-02-03,Wed,18,23351,Weekday
2016-02-03,Wed,19,23351,Weekday
2016-02-03,Wed,20,23351,Weekday
2016-02-03,Wed,21,23351,Weekday
2016-02-03,Wed,22,23392,Weekday
2016-02-03,Wed,23,23416,Weekday
2016-02-04,Thurs,7,45,Weekday
2016-02-04,Thurs,8,3497,Weekday
2016-02-04,Thurs,9,9308,Weekday
2016-02-04,Thurs,10,9368,Weekday
2016-02-04,Thurs,11,10651,Weekday
2016-02-04,Thurs,12,10903,Weekday
2016-02-04,Thurs,13,14608,Weekday
2016-02-04,Thurs,14,14803,Weekday
2016-02-04,Thurs,15,16042,Weekday
2016-02-04,Thurs,16,17192,Weekday
2016-02-04,Thurs,17,22120,Weekday
2016-02-04,Thurs,18,25419,Weekday
2016-02-04,Thurs,19,25560,Weekday
2016-02-04,Thurs,20,25560,Weekday
2016-02-04,Thurs,21,25565,Weekday
2016-02-04,Thurs,22,25571,Weekday
2016-02-04,Thurs,23,25571,Weekday
2016-02-05,Fri,7,150,Weekday
2016-02-05,Fri,8,6208,Weekday
2016-02-05,Fri,9,8274,Weekday
2016-02-05,Fri,10,8782,Weekday
2016-02-05,Fri,11,9910,Weekday
2016-02-05,Fri,12,13552,Weekday
2016-02-05,Fri,13,14725,Weekday
2016-02-05,Fri,14,15197,Weekday
2016-02-05,Fri,15,15983,Weekday
2016-02-05,Fri,16,17830,Weekday
2016-02-05,Fri,17,23936,Weekday
2016-02-05,Fri,18,24020,Weekday
2016-02-05,Fri,19,25049,Weekday
2016-02-05,Fri,20,26895,Weekday
2016-02-05,Fri,21,27423,Weekday
2016-02-05,Fri,22,27722,Weekday
2016-02-05,Fri,23,28598,Weekday
2016-02-06,Sat,7,20,Weekend
2016-02-06,Sat,8,20,Weekend
2016-02-06,Sat,9,20,Weekend
2016-02-06,Sat,10,20,Weekend
2016-02-06,Sat,11,245,Weekend
2016-02-06,Sat,12,1932,Weekend
2016-02-06,Sat,13,2085,Weekend
2016-02-06,Sat,14,4789,Weekend
2016-02-06,Sat,15,6315,Weekend
2016-02-06,Sat,16,6685,Weekend
2016-02-06,Sat,17,6697,Weekend
2016-02-06,Sat,18,7290,Weekend
2016-02-06,Sat,19,9713,Weekend
2016-02-06,Sat,20,10206,Weekend
2016-02-06,Sat,21,10598,Weekend
2016-02-06,Sat,22,10598,Weekend
2016-02-06,Sat,23,10598,Weekend
2016-02-07,Sun,7,482,Weekend
2016-02-07,Sun,8,522,Weekend
2016-02-07,Sun,9,4703,Weekend
2016-02-07,Sun,10,5131,Weekend
2016-02-07,Sun,11,5687,Weekend
2016-02-07,Sun,12,6173,Weekend
2016-02-07,Sun,13,6186,Weekend
2016-02-07,Sun,14,6233,Weekend
2016-02-07,Sun,15,6233,Weekend
2016-02-07,Sun,16,6233,Weekend
2016-02-07,Sun,17,6239,Weekend
2016-02-07,Sun,18,6263,Weekend
2016-02-07,Sun,19,6587,Weekend
2016-02-07,Sun,20,6600,Weekend
2016-02-07,Sun,21,6977,Weekend
2016-02-07,Sun,22,7226,Weekend
2016-02-08,Mon,7,111,Weekday
2016-02-08,Mon,8,5931,Weekday
2016-02-08,Mon,9,7878,Weekday
2016-02-08,Mon,10,9205,Weekday
2016-02-08,Mon,11,9981,Weekday
2016-02-08,Mon,12,10211,Weekday
2016-02-08,Mon,13,12578,Weekday
2016-02-08,Mon,14,13667,Weekday
2016-02-08,Mon,15,14416,Weekday
2016-02-08,Mon,16,14589,Weekday
2016-02-08,Mon,17,19004,Weekday
2016-02-08,Mon,18,23708,Weekday
2016-02-08,Mon,19,23735,Weekday
2016-02-08,Mon,20,23735,Weekday
2016-02-08,Mon,21,23735,Weekday
2016-02-08,Mon,22,23862,Weekday
2016-02-09,Tues,7,152,Weekday
2016-02-09,Tues,8,3148,Weekday
2016-02-09,Tues,9,5748,Weekday
2016-02-09,Tues,10,6301,Weekday
2016-02-09,Tues,11,6577,Weekday
2016-02-09,Tues,12,8200,Weekday
2016-02-09,Tues,13,9829,Weekday
2016-02-09,Tues,14,10910,Weekday
2016-02-09,Tues,15,12433,Weekday
2016-02-09,Tues,16,14694,Weekday
2016-02-09,Tues,17,17303,Weekday
2016-02-09,Tues,18,24784,Weekday
2016-02-09,Tues,19,25229,Weekday
2016-02-09,Tues,20,25288,Weekday
2016-02-09,Tues,21,25329,Weekday
2016-02-09,Tues,22,25329,Weekday
2016-02-09,Tues,23,25329,Weekday
2016-02-10,Wed,7,5,Weekday
2016-02-10,Wed,8,3564,Weekday
2016-02-10,Wed,9,5505,Weekday
2016-02-10,Wed,10,5513,Weekday
2016-02-10,Wed,11,6925,Weekday
2016-02-10,Wed,12,7625,Weekday
2016-02-10,Wed,13,9284,Weekday
2016-02-10,Wed,14,11149,Weekday
2016-02-10,Wed,15,11964,Weekday
2016-02-10,Wed,16,12296,Weekday
2016-02-10,Wed,17,18428,Weekday
2016-02-10,Wed,18,22010,Weekday
2016-02-10,Wed,19,22010,Weekday
2016-02-10,Wed,20,22110,Weekday
2016-02-10,Wed,21,22110,Weekday
2016-02-10,Wed,22,22211,Weekday
2016-02-10,Wed,23,22218,Weekday
2016-02-11,Thurs,7,26,Weekday
2016-02-11,Thurs,8,3527,Weekday
2016-02-11,Thurs,9,5455,Weekday
2016-02-11,Thurs,10,6920,Weekday
2016-02-11,Thurs,11,7581,Weekday
2016-02-11,Thurs,12,9278,Weekday
2016-02-11,Thurs,13,10981,Weekday
2016-02-11,Thurs,14,11956,Weekday
2016-02-11,Thurs,15,12163,Weekday
2016-02-11,Thurs,16,12186,Weekday
2016-02-11,Thurs,17,19606,Weekday
2016-02-11,Thurs,18,20771,Weekday
2016-02-11,Thurs,19,20890,Weekday
2016-02-11,Thurs,20,21325,Weekday
2016-02-11,Thurs,21,24831,Weekday
2016-02-11,Thurs,22,25176,Weekday
2016-02-11,Thurs,23,25524,Weekday
2016-02-12,Fri,7,300,Weekday
2016-02-12,Fri,8,5604,Weekday
2016-02-12,Fri,9,5782,Weekday
2016-02-12,Fri,10,6792,Weekday
2016-02-12,Fri,11,7615,Weekday
2016-02-12,Fri,12,7990,Weekday
2016-02-12,Fri,13,11924,Weekday
2016-02-12,Fri,14,13522,Weekday
2016-02-12,Fri,15,15009,Weekday
2016-02-12,Fri,16,15169,Weekday
2016-02-12,Fri,17,18212,Weekday
2016-02-12,Fri,18,24141,Weekday
2016-02-12,Fri,19,24784,Weekday
2016-02-12,Fri,20,25351,Weekday
2016-02-12,Fri,21,25412,Weekday
2016-02-12,Fri,22,25501,Weekday
2016-02-12,Fri,23,26347,Weekday
2016-02-13,Sat,7,10,Weekend
2016-02-13,Sat,8,10,Weekend
2016-02-13,Sat,9,10,Weekend
2016-02-13,Sat,10,1753,Weekend
2016-02-13,Sat,11,6060,Weekend
2016-02-13,Sat,12,11298,Weekend
2016-02-13,Sat,13,11807,Weekend
2016-02-13,Sat,14,12656,Weekend
2016-02-13,Sat,15,12656,Weekend
2016-02-13,Sat,16,12660,Weekend
2016-02-13,Sat,17,12660,Weekend
2016-02-13,Sat,18,12665,Weekend
2016-02-13,Sat,19,12665,Weekend
2016-02-13,Sat,20,13143,Weekend
2016-02-13,Sat,21,13876,Weekend
2016-02-13,Sat,22,14133,Weekend
2016-02-13,Sat,23,14341,Weekend
2016-02-14,Sun,8,0,Weekend
2016-02-14,Sun,9,3414,Weekend
2016-02-14,Sun,10,4253,Weekend
2016-02-14,Sun,11,4872,Weekend
2016-02-14,Sun,12,5144,Weekend
2016-02-14,Sun,13,5262,Weekend
2016-02-14,Sun,14,5314,Weekend
2016-02-14,Sun,15,5321,Weekend
2016-02-14,Sun,16,5367,Weekend
2016-02-14,Sun,17,5704,Weekend
2016-02-14,Sun,18,6278,Weekend
2016-02-14,Sun,19,6437,Weekend
2016-02-14,Sun,20,6437,Weekend
2016-02-14,Sun,21,6442,Weekend
2016-02-14,Sun,22,6546,Weekend
2016-02-14,Sun,23,7049,Weekend
2016-02-15,Mon,7,175,Weekday
2016-02-15,Mon,8,3824,Weekday
2016-02-15,Mon,9,5194,Weekday
2016-02-15,Mon,10,6325,Weekday
2016-02-15,Mon,11,6745,Weekday
2016-02-15,Mon,12,6820,Weekday
2016-02-15,Mon,13,7656,Weekday
2016-02-15,Mon,14,10073,Weekday
2016-02-15,Mon,15,10307,Weekday
2016-02-15,Mon,16,11761,Weekday
2016-02-15,Mon,17,15924,Weekday
2016-02-15,Mon,18,16429,Weekday
2016-02-15,Mon,19,16960,Weekday
2016-02-15,Mon,20,17371,Weekday
2016-02-15,Mon,21,17377,Weekday
2016-02-15,Mon,22,17743,Weekday
2016-02-15,Mon,23,17821,Weekday
2016-02-16,Tues,7,0,Weekday
2016-02-16,Tues,8,3761,Weekday
2016-02-16,Tues,9,6389,Weekday
2016-02-16,Tues,10,6503,Weekday
2016-02-16,Tues,11,7934,Weekday
2016-02-16,Tues,12,8563,Weekday
2016-02-16,Tues,13,11540,Weekday
2016-02-16,Tues,14,12986,Weekday
2016-02-16,Tues,15,13522,Weekday
2016-02-16,Tues,16,15109,Weekday
2016-02-16,Tues,17,19840,Weekday
2016-02-16,Tues,18,20049,Weekday
2016-02-16,Tues,19,22272,Weekday
2016-02-16,Tues,20,22375,Weekday
2016-02-16,Tues,21,22528,Weekday
2016-02-16,Tues,22,22647,Weekday
2016-02-16,Tues,23,22659,Weekday
2016-02-17,Wed,7,142,Weekday
2016-02-17,Wed,8,3547,Weekday
2016-02-17,Wed,9,5577,Weekday
2016-02-17,Wed,10,5577,Weekday
2016-02-17,Wed,11,6422,Weekday
2016-02-17,Wed,12,11098,Weekday
2016-02-17,Wed,13,15501,Weekday
2016-02-17,Wed,14,17637,Weekday
2016-02-17,Wed,15,18173,Weekday
2016-02-17,Wed,16,18717,Weekday
2016-02-17,Wed,17,18725,Weekday
2016-02-17,Wed,18,22932,Weekday
2016-02-17,Wed,19,23797,Weekday
2016-02-17,Wed,20,24024,Weekday
2016-02-17,Wed,21,24033,Weekday
2016-02-17,Wed,22,24161,Weekday
2016-02-17,Wed,23,24459,Weekday
2016-02-18,Thurs,7,127,Weekday
2016-02-18,Thurs,8,4020,Weekday
2016-02-18,Thurs,9,5540,Weekday
2016-02-18,Thurs,10,5842,Weekday
2016-02-18,Thurs,11,7223,Weekday
2016-02-18,Thurs,12,8162,Weekday
2016-02-18,Thurs,13,11345,Weekday
2016-02-18,Thurs,14,12723,Weekday
2016-02-18,Thurs,15,12931,Weekday
2016-02-18,Thurs,16,13103,Weekday
2016-02-18,Thurs,17,17052,Weekday
2016-02-18,Thurs,18,17539,Weekday
2016-02-18,Thurs,19,17694,Weekday
2016-02-18,Thurs,20,17945,Weekday
2016-02-18,Thurs,21,19534,Weekday
2016-02-18,Thurs,22,19538,Weekday
2016-02-18,Thurs,23,21024,Weekday
2016-02-19,Fri,7,263,Weekday
2016-02-19,Fri,8,3862,Weekday
2016-02-19,Fri,9,4856,Weekday
2016-02-19,Fri,10,5669,Weekday
2016-02-19,Fri,11,6811,Weekday
2016-02-19,Fri,12,9649,Weekday
2016-02-19,Fri,13,10906,Weekday
2016-02-19,Fri,14,11342,Weekday
2016-02-19,Fri,15,14460,Weekday
2016-02-19,Fri,16,17657,Weekday
2016-02-19,Fri,17,17667,Weekday
2016-02-19,Fri,18,17671,Weekday
2016-02-19,Fri,19,17948,Weekday
2016-02-19,Fri,20,18836,Weekday
2016-02-19,Fri,21,18894,Weekday
2016-02-19,Fri,22,19199,Weekday
2016-02-19,Fri,23,21856,Weekday
2016-02-20,Sat,7,207,Weekend
2016-02-20,Sat,8,432,Weekend
2016-02-20,Sat,9,2210,Weekend
2016-02-20,Sat,10,2557,Weekend
2016-02-20,Sat,11,4086,Weekend
2016-02-20,Sat,12,7556,Weekend
2016-02-20,Sat,13,9942,Weekend
2016-02-20,Sat,14,15842,Weekend
2016-02-20,Sat,15,15883,Weekend
2016-02-20,Sat,16,16292,Weekend
2016-02-20,Sat,17,16433,Weekend
2016-02-20,Sat,18,20421,Weekend
2016-02-20,Sat,19,20654,Weekend
2016-02-20,Sat,20,20700,Weekend
2016-02-20,Sat,21,28152,Weekend
2016-02-20,Sat,22,28490,Weekend
2016-02-20,Sat,23,28490,Weekend
2016-02-21,Sun,7,132,Weekend
2016-02-21,Sun,8,132,Weekend
2016-02-21,Sun,9,174,Weekend
2016-02-21,Sun,10,3796,Weekend
2016-02-21,Sun,11,4382,Weekend
2016-02-21,Sun,12,5075,Weekend
2016-02-21,Sun,13,5597,Weekend
2016-02-21,Sun,14,6101,Weekend
2016-02-21,Sun,15,6499,Weekend
2016-02-21,Sun,16,6738,Weekend
2016-02-21,Sun,17,6738,Weekend
2016-02-21,Sun,18,6738,Weekend
2016-02-21,Sun,19,8922,Weekend
2016-02-21,Sun,20,8941,Weekend
2016-02-21,Sun,21,8941,Weekend
2016-02-21,Sun,22,9131,Weekend
2016-02-21,Sun,23,9325,Weekend
2016-02-22,Mon,7,381,Weekday
2016-02-22,Mon,8,4814,Weekday
2016-02-22,Mon,9,6028,Weekday
2016-02-22,Mon,10,6367,Weekday
2016-02-22,Mon,11,6916,Weekday
2016-02-22,Mon,12,7164,Weekday
2016-02-22,Mon,13,10673,Weekday
2016-02-22,Mon,14,11744,Weekday
2016-02-22,Mon,15,12024,Weekday
2016-02-22,Mon,16,13307,Weekday
2016-02-22,Mon,17,14238,Weekday
2016-02-22,Mon,18,20758,Weekday
2016-02-22,Mon,19,21283,Weekday
2016-02-22,Mon,20,21431,Weekday
2016-02-22,Mon,21,21456,Weekday
2016-02-22,Mon,22,21694,Weekday
2016-02-22,Mon,23,21743,Weekday
2016-02-23,Tues,7,15,Weekday
2016-02-23,Tues,8,3294,Weekday
2016-02-23,Tues,9,4698,Weekday
2016-02-23,Tues,10,5840,Weekday
2016-02-23,Tues,11,6042,Weekday
2016-02-23,Tues,12,8312,Weekday
2016-02-23,Tues,13,9859,Weekday
2016-02-23,Tues,14,11170,Weekday
2016-02-23,Tues,15,13106,Weekday
2016-02-23,Tues,16,13116,Weekday
2016-02-23,Tues,17,16645,Weekday
2016-02-23,Tues,18,18296,Weekday
2016-02-23,Tues,19,20078,Weekday
2016-02-23,Tues,20,21400,Weekday
2016-02-23,Tues,21,21474,Weekday
2016-02-23,Tues,22,22564,Weekday
2016-02-23,Tues,23,22835,Weekday
2016-02-24,Wed,7,0,Weekday
2016-02-24,Wed,8,4457,Weekday
2016-02-24,Wed,9,5828,Weekday
2016-02-24,Wed,10,7139,Weekday
2016-02-24,Wed,11,7313,Weekday
2016-02-24,Wed,12,9032,Weekday
2016-02-24,Wed,13,10621,Weekday
2016-02-24,Wed,14,11162,Weekday
2016-02-24,Wed,15,11471,Weekday
2016-02-24,Wed,16,12653,Weekday
2016-02-24,Wed,17,13099,Weekday
2016-02-24,Wed,18,18360,Weekday
2016-02-24,Wed,19,23721,Weekday
2016-02-24,Wed,20,24561,Weekday
2016-02-24,Wed,21,24617,Weekday
2016-02-24,Wed,22,24617,Weekday
2016-02-24,Wed,23,24719,Weekday
2016-02-25,Thurs,7,8,Weekday
2016-02-25,Thurs,8,3367,Weekday
2016-02-25,Thurs,9,4980,Weekday
2016-02-25,Thurs,10,7170,Weekday
2016-02-25,Thurs,11,7345,Weekday
2016-02-25,Thurs,12,7624,Weekday
2016-02-25,Thurs,13,10399,Weekday
2016-02-25,Thurs,14,11123,Weekday
2016-02-25,Thurs,15,11393,Weekday
2016-02-25,Thurs,16,11865,Weekday
2016-02-25,Thurs,17,11865,Weekday
2016-02-25,Thurs,18,16105,Weekday
2016-02-25,Thurs,19,17309,Weekday
2016-02-25,Thurs,20,17609,Weekday
2016-02-25,Thurs,21,17847,Weekday
2016-02-25,Thurs,22,17920,Weekday
2016-02-25,Thurs,23,17920,Weekday
2016-02-26,Fri,7,24,Weekday
2016-02-26,Fri,8,3497,Weekday
2016-02-26,Fri,9,9125,Weekday
2016-02-26,Fri,10,9927,Weekday
2016-02-26,Fri,11,11240,Weekday
2016-02-26,Fri,12,12561,Weekday
2016-02-26,Fri,13,13948,Weekday
2016-02-26,Fri,14,14165,Weekday
2016-02-26,Fri,15,19058,Weekday
2016-02-26,Fri,16,22577,Weekday
2016-02-26,Fri,17,22940,Weekday
2016-02-26,Fri,18,22940,Weekday
2016-02-26,Fri,19,23035,Weekday
2016-02-26,Fri,20,24069,Weekday
2016-02-26,Fri,21,24255,Weekday
2016-02-26,Fri,22,24425,Weekday
2016-02-26,Fri,23,27334,Weekday
2016-02-27,Sat,7,131,Weekend
2016-02-27,Sat,8,1506,Weekend
2016-02-27,Sat,9,2631,Weekend
2016-02-27,Sat,10,4461,Weekend
2016-02-27,Sat,11,6686,Weekend
2016-02-27,Sat,12,7675,Weekend
2016-02-27,Sat,13,8512,Weekend
2016-02-27,Sat,14,8780,Weekend
2016-02-27,Sat,15,9172,Weekend
2016-02-27,Sat,16,9349,Weekend
2016-02-27,Sat,17,9706,Weekend
2016-02-27,Sat,18,12506,Weekend
2016-02-27,Sat,19,12707,Weekend
2016-02-27,Sat,20,13086,Weekend
2016-02-27,Sat,21,13116,Weekend
2016-02-27,Sat,22,13116,Weekend
2016-02-27,Sat,23,13154,Weekend
2016-02-28,Sun,7,9,Weekend
2016-02-28,Sun,8,9,Weekend
2016-02-28,Sun,9,3133,Weekend
2016-02-28,Sun,10,4272,Weekend
2016-02-28,Sun,11,4367,Weekend
2016-02-28,Sun,12,4367,Weekend
2016-02-28,Sun,13,5028,Weekend
2016-02-28,Sun,14,5337,Weekend
2016-02-28,Sun,15,5649,Weekend
2016-02-28,Sun,16,6598,Weekend
2016-02-28,Sun,17,7690,Weekend
2016-02-28,Sun,18,7737,Weekend
2016-02-28,Sun,19,7741,Weekend
2016-02-28,Sun,20,8155,Weekend
2016-02-28,Sun,21,8180,Weekend
2016-02-28,Sun,22,8180,Weekend
2016-02-28,Sun,23,8437,Weekend
2016-02-29,Mon,7,245,Weekday
2016-02-29,Mon,8,3551,Weekday
2016-02-29,Mon,9,5285,Weekday
2016-02-29,Mon,10,6041,Weekday
2016-02-29,Mon,11,6691,Weekday
2016-02-29,Mon,12,7334,Weekday
2016-02-29,Mon,13,10517,Weekday
2016-02-29,Mon,14,11513,Weekday
2016-02-29,Mon,15,13169,Weekday
2016-02-29,Mon,16,13169,Weekday
2016-02-29,Mon,17,13425,Weekday
2016-02-29,Mon,18,21445,Weekday
2016-02-29,Mon,19,21506,Weekday
2016-02-29,Mon,20,21681,Weekday
2016-02-29,Mon,21,22016,Weekday
2016-02-29,Mon,22,22053,Weekday
2016-02-29,Mon,23,22355,Weekday
2016-03-01,Tues,7,267,Weekday
2016-03-01,Tues,8,4670,Weekday
2016-03-01,Tues,9,5405,Weekday
2016-03-01,Tues,10,5723,Weekday
2016-03-01,Tues,11,6238,Weekday
2016-03-01,Tues,12,6889,Weekday
2016-03-01,Tues,13,9703,Weekday
2016-03-01,Tues,14,11464,Weekday
2016-03-01,Tues,15,11777,Weekday
2016-03-01,Tues,16,12897,Weekday
2016-03-01,Tues,17,17433,Weekday
2016-03-01,Tues,18,18156,Weekday
2016-03-01,Tues,19,21294,Weekday
2016-03-01,Tues,20,23787,Weekday
2016-03-01,Tues,21,25230,Weekday
2016-03-01,Tues,22,27950,Weekday
2016-03-01,Tues,23,27994,Weekday
2016-03-02,Wed,7,188,Weekday
2016-03-02,Wed,8,3362,Weekday
2016-03-02,Wed,9,4967,Weekday
2016-03-02,Wed,10,6913,Weekday
2016-03-02,Wed,11,7817,Weekday
2016-03-02,Wed,12,9835,Weekday
2016-03-02,Wed,13,11518,Weekday
2016-03-02,Wed,14,12403,Weekday
2016-03-02,Wed,15,12797,Weekday
2016-03-02,Wed,16,14083,Weekday
2016-03-02,Wed,17,17058,Weekday
2016-03-02,Wed,18,19102,Weekday
2016-03-02,Wed,19,19143,Weekday
2016-03-02,Wed,20,19143,Weekday
2016-03-02,Wed,21,19486,Weekday
2016-03-02,Wed,22,19734,Weekday
2016-03-02,Wed,23,19734,Weekday
2016-03-03,Thurs,7,0,Weekday
2016-03-03,Thurs,8,193,Weekday
2016-03-03,Thurs,9,211,Weekday
2016-03-03,Thurs,10,211,Weekday
2016-03-03,Thurs,11,211,Weekday
2016-03-03,Thurs,12,211,Weekday
2016-03-03,Thurs,13,239,Weekday
2016-03-03,Thurs,14,243,Weekday
2016-03-03,Thurs,15,243,Weekday
2016-03-03,Thurs,16,247,Weekday
2016-03-03,Thurs,17,337,Weekday
2016-03-03,Thurs,18,337,Weekday
2016-03-03,Thurs,19,1435,Weekday
2016-03-03,Thurs,20,2343,Weekday
2016-03-03,Thurs,21,3230,Weekday
2016-03-03,Thurs,22,3241,Weekday
2016-03-03,Thurs,23,3241,Weekday
2016-03-04,Fri,7,496,Weekday
2016-03-04,Fri,8,2540,Weekday
2016-03-04,Fri,9,2544,Weekday
2016-03-04,Fri,10,2544,Weekday
2016-03-04,Fri,11,2886,Weekday
2016-03-04,Fri,12,3402,Weekday
2016-03-04,Fri,13,6304,Weekday
2016-03-04,Fri,14,7925,Weekday
2016-03-04,Fri,15,7925,Weekday
2016-03-04,Fri,16,9768,Weekday
2016-03-04,Fri,17,10440,Weekday
2016-03-04,Fri,18,11413,Weekday
2016-03-04,Fri,19,11461,Weekday
2016-03-04,Fri,20,11721,Weekday
2016-03-04,Fri,21,12017,Weekday
2016-03-04,Fri,22,12081,Weekday
2016-03-04,Fri,23,12081,Weekday
2016-03-05,Sat,7,0,Weekend
2016-03-05,Sat,8,14,Weekend
2016-03-05,Sat,9,1572,Weekend
2016-03-05,Sat,10,1572,Weekend
2016-03-05,Sat,11,1936,Weekend
2016-03-05,Sat,12,2671,Weekend
2016-03-05,Sat,13,2925,Weekend
2016-03-05,Sat,14,2925,Weekend
2016-03-05,Sat,15,2925,Weekend
2016-03-05,Sat,16,3009,Weekend
2016-03-05,Sat,17,3021,Weekend
2016-03-05,Sat,18,3033,Weekend
2016-03-05,Sat,19,3132,Weekend
2016-03-05,Sat,20,3273,Weekend
2016-03-05,Sat,21,3273,Weekend
2016-03-05,Sat,22,3417,Weekend
2016-03-05,Sat,23,3417,Weekend
2016-03-06,Sun,7,160,Weekend
2016-03-06,Sun,8,2610,Weekend
2016-03-06,Sun,9,4139,Weekend
2016-03-06,Sun,10,4463,Weekend
2016-03-06,Sun,11,4531,Weekend
2016-03-06,Sun,12,4531,Weekend
2016-03-06,Sun,13,4531,Weekend
2016-03-06,Sun,14,4559,Weekend
2016-03-06,Sun,15,4659,Weekend
2016-03-06,Sun,16,4678,Weekend
2016-03-06,Sun,17,4686,Weekend
2016-03-06,Sun,18,4686,Weekend
2016-03-06,Sun,19,5109,Weekend
2016-03-06,Sun,20,5619,Weekend
2016-03-06,Sun,21,6263,Weekend
2016-03-06,Sun,22,6490,Weekend
2016-03-06,Sun,23,6506,Weekend
2016-03-07,Mon,7,245,Weekday
2016-03-07,Mon,8,3031,Weekday
2016-03-07,Mon,9,3402,Weekday
2016-03-07,Mon,10,4259,Weekday
2016-03-07,Mon,11,5220,Weekday
2016-03-07,Mon,12,6421,Weekday
2016-03-07,Mon,13,8559,Weekday
2016-03-07,Mon,14,10082,Weekday
2016-03-07,Mon,15,10459,Weekday
2016-03-07,Mon,16,10475,Weekday
2016-03-07,Mon,17,12094,Weekday
2016-03-07,Mon,18,12099,Weekday
2016-03-07,Mon,19,12113,Weekday
2016-03-07,Mon,20,12933,Weekday
2016-03-07,Mon,21,13252,Weekday
2016-03-07,Mon,22,13287,Weekday
2016-03-07,Mon,23,13291,Weekday
2016-03-08,Tues,7,0,Weekday
2016-03-08,Tues,8,0,Weekday
2016-03-08,Tues,9,110,Weekday
2016-03-08,Tues,10,351,Weekday
2016-03-08,Tues,11,351,Weekday
2016-03-08,Tues,12,3417,Weekday
2016-03-08,Tues,13,3704,Weekday
2016-03-08,Tues,14,3736,Weekday
2016-03-08,Tues,15,3753,Weekday
2016-03-08,Tues,16,3777,Weekday
2016-03-08,Tues,17,3803,Weekday
2016-03-08,Tues,18,10379,Weekday
2016-03-08,Tues,19,11027,Weekday
2016-03-08,Tues,20,12665,Weekday
2016-03-08,Tues,21,12754,Weekday
2016-03-08,Tues,22,13479,Weekday
2016-03-08,Tues,23,13606,Weekday
2016-03-09,Wed,7,0,Weekday
2016-03-09,Wed,8,5,Weekday
2016-03-09,Wed,9,60,Weekday
2016-03-09,Wed,10,60,Weekday
2016-03-09,Wed,11,200,Weekday
2016-03-09,Wed,12,233,Weekday
2016-03-09,Wed,13,233,Weekday
2016-03-09,Wed,14,5388,Weekday
2016-03-09,Wed,15,5651,Weekday
2016-03-09,Wed,16,5797,Weekday
2016-03-09,Wed,17,5809,Weekday
2016-03-09,Wed,18,6033,Weekday
2016-03-09,Wed,19,6498,Weekday
2016-03-09,Wed,20,10045,Weekday
2016-03-09,Wed,21,11493,Weekday
2016-03-09,Wed,22,14254,Weekday
2016-03-09,Wed,23,14331,Weekday
2016-03-10,Thurs,7,129,Weekday
2016-03-10,Thurs,8,174,Weekday
2016-03-10,Thurs,9,511,Weekday
2016-03-10,Thurs,10,558,Weekday
2016-03-10,Thurs,11,558,Weekday
2016-03-10,Thurs,12,558,Weekday
2016-03-10,Thurs,13,637,Weekday
2016-03-10,Thurs,14,4186,Weekday
2016-03-10,Thurs,15,4783,Weekday
2016-03-10,Thurs,16,7409,Weekday
2016-03-10,Thurs,17,8331,Weekday
2016-03-10,Thurs,18,8460,Weekday
2016-03-10,Thurs,19,8522,Weekday
2016-03-10,Thurs,20,8534,Weekday
2016-03-10,Thurs,21,8681,Weekday
2016-03-10,Thurs,22,8990,Weekday
2016-03-10,Thurs,23,9180,Weekday
2016-03-11,Fri,7,231,Weekday
2016-03-11,Fri,8,425,Weekday
2016-03-11,Fri,9,1321,Weekday
2016-03-11,Fri,10,1614,Weekday
2016-03-11,Fri,11,1719,Weekday
2016-03-11,Fri,12,2125,Weekday
2016-03-11,Fri,13,2351,Weekday
2016-03-11,Fri,14,3092,Weekday
2016-03-11,Fri,15,3544,Weekday
2016-03-11,Fri,16,3641,Weekday
2016-03-11,Fri,17,3645,Weekday
2016-03-11,Fri,18,3788,Weekday
2016-03-11,Fri,19,4282,Weekday
